frame,timestamp_ms,landmark_id,x_norm,y_norm,z_norm,visibility,x_px,y_px
0,0,0,nan,nan,nan,0.0,-1,-1
1,33,0,nan,nan,nan,0.0,-1,-1
2,66,0,nan,nan,nan,0.0,-1,-1
3,100,0,nan,nan,nan,0.0,-1,-1
4,133,0,nan,nan,nan,0.0,-1,-1
5,166,0,nan,nan,nan,0.0,-1,-1
6,200,0,nan,nan,nan,0.0,-1,-1
7,233,0,nan,nan,nan,0.0,-1,-1
8,266,0,nan,nan,nan,0.0,-1,-1
9,300,0,nan,nan,nan,0.0,-1,-1
10,333,0,nan,nan,nan,0.0,-1,-1
11,366,0,nan,nan,nan,0.0,-1,-1
12,400,0,nan,nan,nan,0.0,-1,-1
13,433,0,nan,nan,nan,0.0,-1,-1
14,466,0,nan,nan,nan,0.0,-1,-1
15,500,0,nan,nan,nan,0.0,-1,-1
16,533,0,nan,nan,nan,0.0,-1,-1
17,566,0,nan,nan,nan,0.0,-1,-1
18,600,0,0.9376536011695862,0.31351304054260254,0.08809980005025864,0.25139325857162476,900,169
18,600,1,0.9345040917396545,0.30794817209243774,0.07541133463382721,0.2425554096698761,897,166
18,600,2,0.9330711364746094,0.30896133184432983,0.07518861442804337,0.25687065720558167,895,166
18,600,3,0.9314256310462952,0.31037095189094543,0.0752447172999382,0.31735095381736755,894,167
18,600,4,0.9388648271560669,0.30462342500686646,0.0700773149728775,0.29093754291534424,901,164
18,600,5,0.940524697303772,0.303353875875473,0.06984413415193558,0.3679163157939911,902,163
18,600,6,0.9419205188751221,0.3026001453399658,0.06975673884153366,0.4403518736362457,904,163
18,600,7,0.9246403574943542,0.3198855221271515,0.031326211988925934,0.5874873995780945,887,172
18,600,8,0.942870557308197,0.308458149433136,0.00693459203466773,0.48127231001853943,905,166
18,600,9,0.9366114735603333,0.3273684084415436,0.07805170863866806,0.5338524580001831,899,176
18,600,10,0.9408371448516846,0.32458701729774475,0.06960340589284897,0.5080935955047607,903,175
18,600,11,0.9058805108070374,0.4039790630340576,-0.00784972682595253,0.9987252354621887,869,218
18,600,12,0.9561945796012878,0.36705487966537476,0.014261594973504543,0.9937553405761719,917,198
18,600,13,0.9200298190116882,0.5157865881919861,-0.004250437952578068,0.003860426601022482,883,278
18,600,14,0.9801098108291626,0.4676626920700073,-0.00865935254842043,0.018492696806788445,940,252
18,600,15,0.944713294506073,0.5557456612586975,0.03051712177693844,0.0029237251728773117,906,300
18,600,16,0.9688311219215393,0.531387209892273,-0.01959415338933468,0.015005865134298801,930,286
18,600,17,0.9447190165519714,0.5628741383552551,0.03032330796122551,0.0062769451178610325,906,303
